Năm sản xuất,Tình trạng,Kiểu dáng,Số Km đã đi,Xuất xứ,Hãng xe,Dẫn động,Số chỗ ngồi,Địa điểm,Động cơ,Hộp số,Giá,Cụm số
2020,1,4,-0.5374071398736624,0,70,2,5,59,46,1,-0.5223665223665224,1
2022,1,5,-0.2420268344106766,1,69,3,7,17,56,1,0.5483405483405484,1
2021,1,6,-0.06722967622518794,0,69,2,5,46,47,1,-0.2453102453102453,1
2022,1,5,-0.08067561147022553,0,27,1,7,17,7,1,0.784992784992785,2
2014,1,8,1.7210797113648113,0,18,3,16,30,9,0,-0.3968253968253968,2
2009,1,6,0.7126345679869922,1,34,2,5,45,48,1,-0.5844155844155844,0
2022,1,6,-0.47060773357631563,0,44,2,5,18,50,1,0.16594516594516595,0
2023,1,5,-0.13445935245037588,0,69,3,7,18,9,1,0.6060606060606061,1
2008,1,5,0.7933101794572177,1,69,2,7,53,50,1,-0.38816738816738816,1
1999,1,7,0.5132571441296393,1,11,3,2,45,37,0,-0.9278499278499278,0
2017,1,0,0.6185130212717291,1,18,3,5,21,7,1,-0.2958152958152958,2
2011,1,0,2.151349639206014,1,50,0,5,46,10,0,-0.6060606060606061,2
2020,1,6,-0.4625401724292931,0,34,2,5,55,46,1,-0.39826839826839827,0
2019,1,0,0.6588508270068418,1,18,0,5,45,5,1,-0.04329004329004329,2
2018,1,5,0.6573448822593977,1,73,1,7,45,50,1,2.085137085137085,0
2022,1,6,-0.3495943163709773,1,46,1,5,45,59,1,5.401154401154401,0
2021,1,5,0.13445935245037588,0,69,3,7,18,9,1,0.6060606060606061,1
2015,1,0,0.7664183089671426,1,44,0,5,45,15,1,-0.3968253968253968,2
2016,1,6,0.4033780573511277,0,69,2,5,17,47,1,-0.3968253968253968,1
2008,1,8,0.5132571441296393,0,46,3,16,23,7,0,-0.7359307359307359,2
2014,1,6,0.5132571441296393,0,18,2,5,17,50,1,-0.4401154401154401,0
2002,1,6,0.5132571441296393,0,18,2,5,24,48,0,-0.8037518037518038,0
2020,1,3,0.5132571441296393,0,27,2,5,17,50,1,0.10101010101010101,0
2022,1,6,-0.29581057539082695,0,44,2,5,45,50,1,0.19480519480519481,0
2009,1,5,0.5132571441296393,1,27,0,7,61,56,1,-0.4401154401154401,0
2016,1,4,0.44371586308624045,0,34,2,5,45,44,1,-0.5425685425685426,0
2014,1,5,0.5132571441296393,0,69,3,7,45,10,0,-0.2453102453102453,1
2010,1,3,0.5132571441296393,0,69,3,8,45,50,0,-0.5916305916305916,1
2008,1,3,0.5132571441296393,0,69,3,8,61,50,0,-0.7070707070707071,1
2019,1,6,-0.228580899165639,0,27,2,5,59,46,1,-0.33910533910533913,0
2013,1,5,0.6588508270068418,0,69,3,7,1,56,1,-0.341991341991342,1
2009,1,6,0.5132571441296393,1,69,2,5,46,50,1,-0.5382395382395382,1
2015,1,3,0.5132571441296393,0,69,3,8,45,50,0,-0.4906204906204906,1
2019,1,5,0.26891870490075176,1,18,3,7,30,5,1,0.25252525252525254,2
2015,1,0,0.5132571441296393,1,18,0,5,60,7,0,-0.3246753246753247,2
2024,0,5,-0.5378374098015035,1,72,1,5,17,50,1,2.1832611832611835,0
2021,1,0,-0.228580899165639,1,48,3,5,17,9,1,-0.1544011544011544,2
2009,1,6,0.5132571441296393,1,11,2,5,61,48,1,-0.6998556998556998,0
2018,1,6,2.4606061498418788,0,69,2,5,58,49,1,-0.2958152958152958,1
2009,1,3,1.734525646609849,1,50,2,5,45,63,1,-0.3823953823953824,0
2008,1,6,1.277363848278571,0,46,3,5,45,54,1,-0.5411255411255411,0
2004,1,4,6.185130212717291,1,34,2,5,17,41,1,-0.8008658008658008,0
2019,1,5,-0.5370306536868014,0,48,2,7,38,50,1,-0.1370851370851371,0
2005,1,6,0.5132571441296393,0,18,2,5,61,48,0,-0.7864357864357865,0
2011,1,4,-0.3764861868610525,0,34,2,5,29,42,1,-0.7070707070707071,0
2016,1,3,-0.5167541833372846,0,69,3,8,17,50,0,-0.30303030303030304,1
2024,0,8,-0.5378374098015035,0,18,3,6,45,7,0,0.23665223665223664,2
2023,1,0,0.5132571441296393,0,18,3,5,45,5,1,-0.03607503607503607,2
2018,1,5,0.5132571441296393,1,48,2,7,2,47,1,-0.31024531024531027,0
2015,1,5,0.5132571441296393,0,46,1,5,45,6,1,0.015873015873015872,2
2019,1,5,0.26891870490075176,0,46,1,5,17,50,1,1.0735930735930737,0
2024,0,5,-0.5378374098015035,1,69,1,7,17,62,1,5.2395382395382395,0
2006,1,4,0.5132571441296393,1,34,2,5,13,41,1,-0.7027417027417028,0
2022,1,8,0.4302699278412028,0,34,2,7,45,7,1,0.7864357864357865,2
2021,1,5,-0.4033780573511277,0,25,2,7,17,47,1,0.3246753246753247,0
2004,1,6,0.5132571441296393,0,2,3,5,29,54,1,-0.7647907647907648,0
2022,1,3,-0.4302699278412028,0,27,2,5,17,5,1,0.4227994227994228,2
2017,1,8,0.6454048917618043,0,34,2,7,17,7,1,0.01443001443001443,2
2005,1,8,2.0841199629808265,0,18,3,6,45,9,0,-0.7503607503607503,2
2014,1,0,0.5132571441296393,1,18,0,5,2,7,0,-0.46176046176046176,2
2010,1,6,0.5132571441296393,1,34,2,5,17,48,0,-0.6637806637806638,0
2021,1,6,0.5132571441296393,0,27,2,5,3,46,1,-0.33910533910533913,0
2022,1,3,-0.16135122294045107,0,70,2,5,17,86,1,-0.23088023088023088,1
2023,1,3,-0.4840536688213532,1,27,2,5,45,47,1,0.01875901875901876,0
2022,1,6,0.5132571441296393,0,25,2,5,17,47,1,-0.23809523809523808,0
2022,1,4,-0.13445935245037588,0,70,2,5,17,46,1,-0.44733044733044736,1
2020,1,4,-0.1075674819603007,0,70,2,5,59,46,1,-0.5180375180375181,1
2009,1,6,0.5378374098015035,0,18,2,5,5,49,0,-0.6637806637806638,0
2004,1,6,0.5132571441296393,0,69,2,5,14,49,0,-0.6926406926406926,1
2019,1,4,-0.20168902867556385,0,70,2,5,17,46,1,-0.5194805194805194,1
2024,0,8,-0.5378374098015035,0,18,3,3,45,7,0,0.24386724386724387,2
2022,1,6,-0.4840536688213532,1,69,2,5,32,54,1,0.9307359307359307,1
2017,1,5,0.6722967622518795,0,50,2,7,45,50,1,-0.18037518037518038,0
2014,1,6,0.5132571441296393,0,34,2,5,30,48,1,-0.41414141414141414,0
2009,1,6,0.5132571441296393,1,27,2,5,7,46,0,-0.772005772005772,0
2016,1,6,0.5132571441296393,0,34,2,5,56,48,1,-0.4184704184704185,0
2004,1,5,0.5132571441296393,0,48,3,8,48,50,0,-0.8658008658008658,0
2009,1,5,2.0168902867556384,0,8,2,7,24,53,0,-0.6493506493506493,0
2016,1,6,0.5132571441296393,0,27,2,5,33,48,1,-0.3968253968253968,0
2020,1,4,-0.2134407760797267,0,70,2,5,17,46,1,-0.4862914862914863,1
2010,1,4,0.5132571441296393,1,34,2,5,9,41,1,-0.6926406926406926,0
2020,1,4,0.5132571441296393,0,70,2,5,32,46,1,-0.5093795093795094,1
2018,1,3,0.13445935245037588,0,27,2,5,17,48,1,0.02886002886002886,0
2016,1,4,-0.026891870490075177,1,27,2,5,17,44,1,-0.5151515151515151,0
2013,1,5,0.8067561147022554,0,34,2,7,61,53,1,-0.38961038961038963,0
2022,1,4,-0.4302699278412028,1,47,2,5,17,50,1,1.7243867243867244,0
2013,1,0,0.5132571441296393,1,18,0,5,30,7,0,-0.468975468975469,2
2006,1,6,0.5132571441296393,0,69,2,5,62,47,0,-0.7893217893217893,1
2014,1,5,-0.26891870490075176,0,25,2,5,17,50,1,-0.2958152958152958,0
2008,1,3,0.5132571441296393,0,69,3,8,2,50,0,-0.6060606060606061,1
2001,1,4,0.5132571441296393,0,11,2,5,45,39,0,-0.8946608946608947,0
2019,1,5,0.5132571441296393,1,48,2,7,18,47,1,-0.26695526695526695,0
2012,1,6,0.6319589565167667,1,2,3,5,45,50,1,-0.2813852813852814,0
2015,1,4,0.5132571441296393,0,34,2,5,55,44,0,-0.7215007215007215,0
2014,1,6,1.075674819603007,1,27,2,5,17,49,1,-0.40404040404040403,0
2016,1,6,0.5132571441296393,1,34,2,5,18,46,0,-0.56998556998557,0
2018,1,7,0.5132571441296393,0,67,3,2,2,37,0,-0.7647907647907648,0
2022,1,6,0.5132571441296393,1,69,2,5,45,49,1,0.02886002886002886,1
2012,1,5,0.5132571441296393,0,18,3,7,17,10,0,-0.5483405483405484,2
2020,1,6,0.5132571441296393,0,69,2,5,3,47,1,-0.33910533910533913,1
2022,1,3,-0.2823646401457894,1,27,2,5,3,47,1,-0.1370851370851371,0
1992,1,6,0.5132571441296393,1,69,2,5,30,59,1,-0.8080808080808081,1
2017,1,6,0.5132571441296393,1,46,2,5,45,48,1,0.04329004329004329,0
2015,1,5,1.075674819603007,0,69,3,7,2,10,0,-0.12554112554112554,1
2021,1,5,-0.09412154671526313,0,44,2,5,17,50,1,0.19480519480519481,0
2020,1,6,-0.1210134172053383,0,69,2,5,0,47,1,-0.2886002886002886,1
2008,1,3,0.8067561147022554,0,8,2,7,49,50,0,-0.7575757575757576,0
2021,1,4,-0.3495943163709773,0,70,2,5,17,46,1,-0.48917748917748916,1
2009,1,4,0.5132571441296393,1,27,2,5,45,42,0,-0.7647907647907648,0
2017,1,3,0.5132571441296393,0,69,3,8,3,50,1,-0.23088023088023088,1
2019,1,6,0.5132571441296393,0,27,2,5,2,44,0,-0.5772005772005772,0
2007,1,4,0.5132571441296393,1,34,2,5,58,41,0,-0.7792207792207793,0
2009,1,4,0.5132571441296393,0,8,2,5,26,39,0,-0.8326118326118326,0
2022,1,5,-0.13445935245037588,0,69,3,7,18,9,1,0.5627705627705628,1
2011,1,7,0.5132571441296393,0,67,3,2,28,37,0,-0.8831168831168831,0
2018,1,6,0.5132571441296393,0,69,2,5,2,47,0,-0.5093795093795094,1
2008,1,6,3.0925651063586455,0,25,2,5,17,50,1,-0.5844155844155844,0
2021,1,1,-0.4302833737764479,1,2,3,2,17,50,1,2.7474747474747474,0
2020,1,6,-0.4974996040663908,0,34,2,5,17,46,1,-0.4329004329004329,0
2010,1,6,0.5132571441296393,0,8,2,5,30,48,0,-0.6926406926406926,0
2021,1,5,-0.3899321221060901,1,48,2,7,34,47,1,-0.10822510822510822,0
2020,1,5,0.6722967622518795,0,69,3,7,45,9,1,0.2813852813852814,1
2018,1,6,0.6454048917618043,0,34,2,5,17,50,1,-0.2958152958152958,0
2020,1,5,0.04033780573511277,1,25,2,7,2,47,1,0.2813852813852814,0
2021,1,4,-0.13445935245037588,0,70,2,5,17,46,1,-0.4834054834054834,1
2006,1,3,1.277363848278571,0,69,3,8,45,50,0,-0.6277056277056277,1
2020,1,6,0.13445935245037588,1,48,2,5,17,43,0,-0.5238095238095238,0
1997,1,6,0.3857100984391483,1,44,2,5,32,50,0,-0.8643578643578643,0
2024,0,5,-0.5378374098015035,0,18,2,5,45,47,1,0.215007215007215,0
2020,1,5,-0.26891870490075176,0,46,1,5,22,50,1,1.58008658008658,0
2011,1,4,0.5132571441296393,0,34,2,5,19,42,1,-0.7070707070707071,0
2016,1,4,0.5132571441296393,0,34,2,5,17,41,0,-0.7070707070707071,0
2008,1,3,0.5132571441296393,0,69,3,8,28,50,0,-0.6565656565656566,1
2015,1,6,0.914323596662556,0,46,3,5,1,50,1,-0.05339105339105339,0
2020,1,8,0.2420268344106766,0,18,2,7,45,50,1,0.3246753246753247,0
2020,1,5,0.13445935245037588,0,46,3,5,17,50,1,0.8441558441558441,0
2012,1,5,2.554727696557142,0,69,3,7,17,56,1,-0.3968253968253968,1
2022,1,3,-0.3764861868610525,1,27,2,5,17,47,1,0.049062049062049064,0
2018,1,6,0.228580899165639,0,69,2,5,13,47,0,-0.41125541125541126,1
2009,1,6,6.185130212717291,0,69,2,5,17,53,1,-0.4401154401154401,1
2024,0,0,-0.5378374098015035,1,18,0,5,45,5,1,0.8282828282828283,2
2024,0,5,-0.5378374098015035,0,69,2,7,45,47,1,0.06204906204906205,1
2015,1,6,1.075674819603007,0,46,3,5,17,50,1,-0.007215007215007215,0
2016,1,6,6.185130212717291,0,34,2,5,17,50,1,-0.3823953823953824,0
2024,0,6,-0.5378374098015035,0,69,2,5,45,47,1,-0.18326118326118326,1
2016,1,5,0.5132571441296393,0,46,1,5,17,50,1,0.33910533910533913,0
2017,1,6,0.4974996040663908,0,46,3,5,45,50,1,0.06349206349206349,0
1994,1,5,-0.31194569768487207,1,69,0,7,45,72,0,-0.5194805194805194,0
2023,0,6,-0.5378374098015035,1,46,1,5,17,50,1,2.55988455988456,0
2007,1,6,-0.4033780573511277,1,46,3,5,17,63,1,-0.09379509379509379,0
2004,1,5,1.210134172053383,0,48,3,8,14,50,0,-0.7647907647907648,0
2021,1,6,-0.41682399259616526,0,46,3,5,45,47,1,1.2481962481962483,0
2018,1,4,-0.026891870490075177,0,34,2,5,17,44,0,-0.6132756132756133,0
2019,1,4,-0.20168902867556385,0,70,2,5,17,46,1,-0.5194805194805194,1
2010,1,6,0.8067561147022554,1,46,3,4,17,59,1,-0.20923520923520925,0
2015,1,3,0.5132571441296393,0,69,3,8,59,50,0,-0.5483405483405484,1
2002,1,5,0.5132571441296393,0,69,3,8,59,49,0,-0.772005772005772,1
2015,1,5,0.6722967622518795,0,69,3,7,58,10,0,-0.18037518037518038,1
2020,1,6,-0.05378374098015035,1,1,2,5,17,50,1,1.4906204906204905,0
2012,1,4,-0.33614838112593975,0,34,2,5,55,42,0,-0.7792207792207793,0
2015,1,4,0.5132571441296393,1,27,2,5,60,46,1,-0.47619047619047616,0
2015,1,4,0.5132571441296393,0,34,2,5,33,44,1,-0.5728715728715729,0
2013,1,4,0.5132571441296393,0,34,2,5,49,42,0,-0.7445887445887446,0
2007,1,3,0.5132571441296393,0,69,3,8,5,50,0,-0.6493506493506493,1
2015,1,6,0.5132571441296393,0,44,2,5,58,54,1,-0.3823953823953824,0
2018,1,0,1.4924988121991725,1,30,3,5,45,2,1,-0.2958152958152958,2
2021,1,6,0.5132571441296393,1,44,2,5,30,47,1,-0.37518037518037517,0
2019,1,6,0.26891870490075176,1,69,2,5,45,54,1,0.4935064935064935,1
2020,1,5,-0.13445935245037588,0,46,1,5,45,50,1,1.4617604617604618,0
1995,1,6,0.5132571441296393,1,44,2,5,28,49,0,-0.9090909090909091,0
2005,1,6,0.5132571441296393,0,69,2,5,53,53,0,-0.6421356421356421,1
2011,1,4,0.7933101794572177,0,8,2,5,2,43,0,-0.7301587301587301,0
1998,1,6,0.5132571441296393,1,69,2,5,58,51,0,-0.8903318903318903,1
2020,1,4,0.5132571441296393,1,25,2,5,61,43,1,-0.41125541125541126,0
2001,1,5,0.5132571441296393,0,69,3,8,5,49,0,-0.7864357864357865,1
2002,1,6,0.5132571441296393,0,11,2,5,53,47,0,-0.8658008658008658,0
2019,1,5,0.579855957442246,1,69,3,7,45,56,1,0.2813852813852814,1
2021,1,6,-0.26891870490075176,0,34,2,5,17,50,1,-0.15873015873015872,0
2007,1,6,0.5132571441296393,0,69,2,5,13,53,1,-0.49783549783549785,1
2018,1,6,-0.09412154671526313,1,72,2,5,24,48,1,-0.4834054834054834,0
2007,1,3,0.5132571441296393,0,69,3,8,53,50,0,-0.6204906204906205,1
2009,1,6,0.5132571441296393,0,11,2,5,14,48,0,-0.7142857142857143,0
2016,1,8,0.5132571441296393,0,18,3,16,13,9,0,-0.2813852813852814,2
2019,1,3,0.5132571441296393,0,69,3,8,53,50,0,-0.23088023088023088,1
2008,1,3,0.5132571441296393,0,69,3,8,53,50,0,-0.6017316017316018,1
2008,1,3,0.5132571441296393,0,69,3,8,53,50,1,-0.4906204906204906,1
2021,1,3,-0.14790528769541347,0,51,2,5,59,43,1,0.0,0
2020,1,4,-0.33614838112593975,0,44,2,5,45,47,1,-0.15151515151515152,0
2016,1,6,0.5132571441296393,1,34,2,5,46,46,0,-0.5627705627705628,0
2009,1,5,0.5132571441296393,0,69,0,7,30,56,1,-0.4834054834054834,0
2020,1,3,0.18824309343052625,0,27,2,5,17,50,1,0.11544011544011544,0
2018,1,6,0.026891870490075177,0,27,2,5,1,48,1,-0.23088023088023088,0
2008,1,4,0.5132571441296393,1,27,2,5,14,42,0,-0.7575757575757576,0
2021,1,6,-0.4033780573511277,0,46,3,5,58,50,1,1.147186147186147,0
2005,1,5,-0.5055671652134134,0,48,3,8,33,50,0,-0.8080808080808081,0
2018,1,3,0.5132571441296393,0,51,2,5,58,48,1,-0.02886002886002886,0
2015,1,8,2.8236464014578937,0,27,3,29,17,18,0,0.04329004329004329,2
2021,1,3,-0.228580899165639,1,25,2,5,58,49,1,0.03607503607503607,0
2020,1,4,0.26891870490075176,0,34,2,5,39,44,1,-0.5050505050505051,0
2020,1,4,0.26891870490075176,0,27,2,5,55,44,1,-0.45021645021645024,0
2007,1,3,0.5132571441296393,0,69,3,8,58,50,0,-0.7359307359307359,1
2010,1,5,0.5378374098015035,0,46,1,5,45,59,1,-0.44733044733044736,0
2021,1,6,-0.30925651063586457,0,27,2,5,22,46,1,-0.2698412698412698,0
2005,1,5,1.075674819603007,1,69,0,7,17,14,0,-0.15151515151515152,2
2015,1,8,-0.39442306447793263,1,34,2,2,55,41,1,-0.6233766233766234,0
2018,1,5,0.3630402516160149,0,34,2,7,58,50,0,-0.41125541125541126,0
2019,1,4,-0.08362027128888877,0,34,2,5,17,44,0,-0.6002886002886003,0
2021,1,6,-0.3764861868610525,1,46,3,5,17,50,1,1.608946608946609,0
2020,1,4,-0.13445935245037588,0,44,2,5,58,47,1,-0.09379509379509379,0
2011,1,4,0.5132571441296393,0,34,2,5,58,42,0,-0.759018759018759,0
2018,1,5,0.04840536688213532,0,44,2,5,45,54,1,0.021645021645021644,0
2022,1,5,-0.13445935245037588,0,44,1,5,58,54,1,0.3246753246753247,0
2015,1,0,0.7798642442121801,1,8,0,5,17,12,1,-0.38961038961038963,2
2006,1,6,0.5132571441296393,0,46,3,5,45,59,1,-0.7431457431457431,0
2021,1,5,-0.13445935245037588,0,44,2,5,17,50,1,0.1370851370851371,0
2020,1,6,-0.228580899165639,0,69,2,5,17,47,1,-0.41414141414141414,1
2004,1,5,0.5132571441296393,0,69,0,8,17,72,0,-0.4458874458874459,0
2017,1,6,0.5132571441296393,0,44,2,5,46,47,1,-0.3463203463203463,0
2009,1,6,0.5857318311443275,1,69,2,5,1,54,1,-0.28715728715728717,1
2010,1,3,1.075674819603007,0,34,2,7,19,48,0,-0.7070707070707071,0
2003,1,6,1.479052876954135,0,69,2,5,17,59,1,-0.670995670995671,1
2018,1,6,-0.1210134172053383,0,46,3,5,45,50,1,0.8282828282828283,0
2020,1,6,0.1075674819603007,0,46,3,5,17,50,1,1.0158730158730158,0
2016,1,3,0.5132571441296393,0,69,3,8,21,50,0,-0.4184704184704185,1
2022,1,5,-0.04033780573511277,1,48,0,7,45,9,1,0.7864357864357865,2
2023,1,6,-0.4033780573511277,0,34,2,5,58,48,1,-0.11544011544011544,0
2019,1,6,0.5132571441296393,0,69,2,5,21,47,0,-0.44733044733044736,1
2019,1,5,0.5132571441296393,1,30,3,7,60,2,0,-0.15151515151515152,2
2021,1,5,-0.26891870490075176,0,46,1,5,17,50,1,1.9393939393939394,0
2016,1,6,0.3630402516160149,0,69,2,5,24,49,1,-0.31024531024531027,1
2009,1,4,0.5132571441296393,0,8,2,5,47,39,0,-0.8513708513708513,0
2009,1,4,0.5132571441296393,0,8,2,5,32,39,0,-0.862914862914863,0
2018,1,4,0.5132571441296393,0,27,2,5,17,44,1,-0.49783549783549785,0
2023,1,5,-0.07715277643602568,1,18,0,7,45,5,1,0.9668109668109668,2
2016,1,5,0.26891870490075176,0,50,0,7,17,54,1,-0.17316017316017315,0
2009,1,6,0.5132571441296393,0,69,2,5,5,49,1,-0.5339105339105339,1
2016,1,5,0.7798642442121801,0,44,2,5,27,54,1,-0.23088023088023088,0
2022,1,5,0.5132571441296393,1,18,0,7,45,5,1,0.7864357864357865,2
2016,1,6,0.5132571441296393,0,69,2,5,20,47,0,-0.6046176046176046,1
2019,1,6,0.8067561147022554,0,25,2,5,17,47,1,-0.2886002886002886,0
2002,1,6,0.5132571441296393,0,69,2,5,17,53,0,-0.7215007215007215,1
2020,1,6,0.26891870490075176,0,27,2,5,17,48,1,-0.21645021645021645,0
2008,1,3,0.5132571441296393,0,69,3,8,59,50,0,-0.7113997113997114,1
2015,1,5,0.9412154671526313,1,36,1,7,45,50,1,0.42568542568542567,0
2009,1,6,0.5132571441296393,0,25,2,5,17,49,1,-0.5772005772005772,0
2010,1,4,0.5132571441296393,1,34,2,5,31,41,1,-0.6998556998556998,0
2023,0,5,-0.5378374098015035,1,48,3,7,30,9,1,0.6681096681096681,2
2008,1,2,0.5132571441296393,1,47,2,4,30,48,1,-0.25252525252525254,0
2023,0,6,-0.5378374098015035,1,46,1,5,17,59,1,6.326118326118326,0
2011,1,5,0.8067561147022554,1,27,2,7,17,5,1,-0.35353535353535354,2
2021,1,5,-0.2151349639206014,1,52,1,5,17,50,1,3.3823953823953823,0
2021,1,4,-0.5069117587379172,1,25,2,5,18,43,1,-0.35353535353535354,0
2021,1,6,0.5132571441296393,0,27,2,5,2,46,0,-0.4401154401154401,0
2023,0,3,-0.5378374098015035,1,25,2,5,45,47,1,0.012987012987012988,0
2021,1,5,0.08067561147022553,1,48,2,7,45,47,1,-0.12265512265512266,0
2017,1,4,0.06722967622518794,0,8,2,5,2,43,0,-0.6637806637806638,0
2023,0,5,-0.5378374098015035,1,37,1,7,17,62,1,11.32034632034632,0
2018,1,0,1.1294585605831575,1,30,3,5,45,2,1,-0.2972582972582973,2
2023,0,0,-0.5378374098015035,1,18,0,5,45,5,1,0.8326118326118326,2
2007,1,2,0.33614838112593975,1,1,1,2,45,50,1,-0.26695526695526695,0
2022,1,5,-0.39895434465551033,1,69,2,5,45,49,1,0.09379509379509379,1
2022,1,5,-0.1210134172053383,0,69,3,7,17,9,1,0.784992784992785,1
2020,1,6,-0.08067561147022553,0,34,2,5,17,50,1,-0.17316017316017315,0
2014,1,5,0.7126345679869922,0,34,2,7,17,53,1,-0.2886002886002886,0
2018,1,0,0.4033780573511277,1,8,3,5,45,10,0,-0.42857142857142855,2
2019,1,6,0.13445935245037588,1,69,2,5,17,54,1,0.33910533910533913,1
2024,0,6,-0.5378374098015035,0,44,2,5,45,47,1,-0.10966810966810966,0
2024,0,5,-0.5378374098015035,1,18,0,7,45,5,1,1.1096681096681096,2
2018,1,6,0.04033780573511277,1,25,2,5,36,47,1,-0.12987012987012986,0
2015,1,6,0.8336479851923305,1,37,2,5,45,54,1,0.8585858585858586,0
2011,1,8,0.5132571441296393,1,8,2,2,17,41,1,-0.772005772005772,0
2020,1,3,-0.06722967622518794,0,27,2,5,17,5,1,0.17316017316017315,2
2008,1,6,0.8067561147022554,0,25,2,5,59,50,1,-0.5728715728715729,0
2009,1,6,0.6722967622518795,0,11,2,5,45,48,0,-0.7575757575757576,0
2014,1,5,0.6588508270068418,0,46,1,5,17,50,1,0.01875901875901876,0
2024,0,5,-0.5378374098015035,0,44,2,5,45,50,1,0.32323232323232326,0
2019,1,0,0.3899321221060901,1,18,0,5,59,7,0,-0.2453102453102453,2
2021,1,5,-0.08067561147022553,0,46,1,5,45,50,1,1.2914862914862915,0
2019,1,6,0.3495943163709773,0,27,2,5,45,44,1,-0.4834054834054834,0
2024,0,0,-0.5378374098015035,0,18,0,5,45,5,1,0.24242424242424243,2
2022,1,6,-0.3764861868610525,0,46,3,5,45,50,1,1.7503607503607503,0
2008,1,5,1.6135122294045108,0,8,2,7,45,53,1,-0.6926406926406926,0
2022,1,5,-0.5375012614203776,0,46,1,5,17,50,1,2.1572871572871573,0
2022,1,5,-0.5373668020679272,0,46,3,5,17,50,1,1.41991341991342,0
2019,1,6,-0.2823646401457894,0,25,2,5,1,47,1,-0.2813852813852814,0
2019,1,3,0.9876846193594812,0,69,3,8,9,50,1,-0.15151515151515152,1
2021,1,5,-0.26891870490075176,1,69,1,4,17,80,1,10.116883116883116,0
2023,1,6,0.5132571441296393,0,27,2,5,17,44,1,-0.33910533910533913,0
2016,1,6,0.4033780573511277,0,69,2,5,17,47,0,-0.5137085137085137,1
2020,1,5,0.2823646401457894,0,69,3,7,45,9,1,0.3823953823953824,1
2022,1,0,-0.18824309343052625,0,18,3,5,48,7,0,-0.10101010101010101,2
2022,1,6,-0.29581057539082695,0,46,3,5,17,47,1,0.9292929292929293,0
2020,1,6,-0.17479715818548866,0,34,2,5,45,46,1,-0.4574314574314574,0
2009,1,3,-0.36505714190277055,1,27,0,5,17,5,1,-0.4834054834054834,2
2020,1,6,0.26891870490075176,1,48,2,5,17,43,1,-0.4184704184704185,0
2021,1,6,-0.16807419056296988,1,48,2,5,45,43,1,-0.3564213564213564,0
2018,1,5,0.5647292802915788,1,8,3,7,58,10,1,-0.21645021645021645,2
2015,1,4,0.8067561147022554,0,64,2,5,17,46,1,-0.5584415584415584,0
2015,1,6,-0.07798642442121802,0,69,2,5,45,47,0,-0.5194805194805194,1
2021,1,5,0.04033780573511277,0,46,1,5,45,50,1,1.5627705627705628,0
2011,1,5,1.075674819603007,0,69,3,7,17,10,0,-0.3217893217893218,1
2019,1,6,0.20168902867556385,0,25,2,5,61,47,1,-0.3246753246753247,0
2022,1,5,-0.1075674819603007,0,27,1,7,17,7,1,0.784992784992785,2
2015,1,5,0.33614838112593975,1,36,1,7,17,50,1,0.4834054834054834,0
2021,1,4,-0.4302699278412028,1,25,2,5,17,43,1,-0.36796536796536794,0
2022,1,6,0.026891870490075177,0,34,2,5,2,48,1,-0.14285714285714285,0
2020,1,5,0.0,0,46,1,5,17,50,1,1.6363636363636365,0
2015,1,3,-0.26891870490075176,0,69,3,8,17,50,0,-0.4906204906204906,1
2010,1,5,0.228580899165639,1,37,1,5,17,63,1,0.30735930735930733,0
2017,1,6,0.6185130212717291,0,69,2,5,17,49,1,-0.23953823953823955,1
2014,1,2,-0.4033780573511277,1,32,3,2,45,59,1,2.9494949494949494,0
2011,1,4,1.11601262533812,1,34,2,5,55,41,1,-0.6017316017316018,0
2017,1,7,6.185130212717291,0,34,3,3,61,0,0,-0.6637806637806638,2
2007,1,6,0.5132571441296393,0,25,2,5,20,50,1,-0.6637806637806638,0
2022,1,6,-0.2554727696557142,0,27,2,5,47,46,1,-0.25252525252525254,0
2011,1,6,0.8816096362113796,0,69,2,5,14,53,1,-0.3318903318903319,1
2019,1,0,0.5132571441296393,1,18,3,5,53,7,1,-0.15151515151515152,2
2014,1,4,1.3983772654839093,0,8,2,5,45,41,1,-0.6796536796536796,0
2018,1,4,0.5132571441296393,0,8,2,5,45,43,0,-0.7027417027417028,0
2023,1,3,0.5132571441296393,0,34,2,5,46,47,1,-0.10822510822510822,0
2018,1,5,0.31690724779029095,0,34,2,7,17,7,1,0.04040404040404041,2
2017,1,5,0.5132571441296393,0,8,2,7,7,49,1,-0.36796536796536794,0
2009,1,3,1.766365621270098,1,27,2,5,46,50,1,-0.6637806637806638,0
2010,1,6,0.5132571441296393,0,34,2,5,36,48,0,-0.6724386724386724,0
2017,1,6,0.5132571441296393,0,25,2,5,17,47,1,-0.3997113997113997,0
2017,1,4,0.5132571441296393,0,8,2,5,48,43,0,-0.7070707070707071,0
2020,1,6,-0.17479715818548866,0,44,2,5,45,50,1,-0.04329004329004329,0
2010,1,6,0.5132571441296393,1,34,2,5,17,48,1,-0.6277056277056277,0
2019,1,6,0.5132571441296393,0,34,2,5,61,48,1,-0.2741702741702742,0
2021,1,8,-0.04033780573511277,0,34,2,7,17,7,1,0.4675324675324675,2
2018,1,4,0.16471270675171046,0,27,2,5,17,44,1,-0.49783549783549785,0
2018,1,5,0.5378374098015035,0,18,2,5,45,47,1,-0.37518037518037517,0
